id,domain,pmid,name,osEntrez
GO:0098885,BP,16025109,modification of postsynaptic actin cytoskeleton (GO:0098885),12631
GO:0098794,CC,20352094,postsynapse (GO:0098794),55992
GO:0099092,CC,21736925,"postsynaptic density, intracellular component (GO:0099092)",240057
GO:0099056,CC,19162133,integral component of presynaptic membrane (GO:0099056),24046
GO:0014069,CC,10414979,postsynaptic density (GO:0014069),210274
GO:0099523,CC,7748555,presynaptic cytosol (GO:0099523),15194
GO:0099524,CC,7748555,postsynaptic cytosol (GO:0099524),15194
GO:0099055,CC,16540575,integral component of postsynaptic membrane (GO:0099055),18186
GO:0099524,CC,28458925,postsynaptic cytosol (GO:0099524),23988
GO:0014069,CC,23719161,postsynaptic density (GO:0014069),58234
GO:0099056,CC,22528969,integral component of presynaptic membrane (GO:0099056),110876
GO:0014069,CC,18272690,postsynaptic density (GO:0014069),243961
GO:0099508,BP,25615535,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),110876
GO:0099056,CC,19162133,integral component of presynaptic membrane (GO:0099056),20264
GO:0099056,CC,19162133,integral component of presynaptic membrane (GO:0099056),20264
GO:0099056,CC,19162133,integral component of presynaptic membrane (GO:0099056),24046
GO:0099508,BP,26187311,voltage-gated ion channel activity involved in regulation of presynaptic membrane potential (GO:0099508),20264
GO:0099524,CC,25505317,postsynaptic cytosol (GO:0099524),17999
GO:0045202,CC,20219992,synapse (GO:0045202),99470
GO:0014069,CC,9694864,postsynaptic density (GO:0014069),50791
GO:0098890,CC,17059560,extrinsic component of postsynaptic membrane (GO:0098890),50791
GO:0098793,CC,20219992,presynapse (GO:0098793),14924
GO:0099061,CC,23911103,integral component of postsynaptic density membrane (GO:0099061),243499
GO:0099061,CC,19285470,integral component of postsynaptic density membrane (GO:0099061),107065
GO:0099059,CC,10779552,integral component of presynaptic active zone membrane (GO:0099059),20273
GO:0099061,CC,10779552,integral component of postsynaptic density membrane (GO:0099061),20273
GO:0098871,CC,15572692,postsynaptic actin cytoskeleton (GO:0098871),329165
GO:0099092,CC,15673667,"postsynaptic density, intracellular component (GO:0099092)",108100
GO:0050804,BP,19193906,modulation of chemical synaptic transmission (GO:0050804),108100
GO:0045202,CC,12941608,synapse (GO:0045202),27275
GO:0050804,BP,23698091,modulation of chemical synaptic transmission (GO:0050804),545192
GO:0098793,CC,23658173,presynapse (GO:0098793),22249
GO:0048786,CC,23658173,presynaptic active zone (GO:0048786),382018
GO:0098674,CC,9697858,extrinsic component of neuronal dense core vesicle membrane (GO:0098674),27062
GO:0016082,BP,25437547,synaptic vesicle priming (GO:0016082),320405
GO:0016079,BP,10440375,synaptic vesicle exocytosis (GO:0016079),382018
GO:0016079,BP,19700493,synaptic vesicle exocytosis (GO:0016079),22249
GO:0030672,CC,18502731,synaptic vesicle membrane (GO:0030672),72961
GO:0098700,BP,15118123,synaptic vesicle neurotransmitter loading (GO:0098700),72961
GO:0045202,CC,28252024,synapse (GO:0045202),18458
GO:0098794,CC,16190876,postsynapse (GO:0098794),83767
GO:0045202,CC,28252024,synapse (GO:0045202),242687
GO:0098794,CC,16190876,postsynapse (GO:0098794),245880
GO:0098885,BP,16190876,modification of postsynaptic actin cytoskeleton (GO:0098885),245880
GO:0098939,BP,18287015,dendritic transport of mitochondrion (GO:0098939),83767
GO:0098885,BP,16862120,modification of postsynaptic actin cytoskeleton (GO:0098885),83767
GO:0098974,BP,15673667,postsynaptic actin cytoskeleton organization (GO:0098974),242687
GO:0030285,CC,11050114,integral component of synaptic vesicle membrane (GO:0030285),107767
GO:0030285,CC,11050114,integral component of synaptic vesicle membrane (GO:0030285),56807
GO:0031630,BP,11163241,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),12889
GO:0031630,BP,11163241,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),12890
GO:0099145,BP,22284181,regulation of exocytic insertion of neurotransmitter receptor to postsynaptic membrane (GO:0099145),12889
GO:0098794,CC,26019341,postsynapse (GO:0098794),12889
GO:0098793,CC,26019341,presynapse (GO:0098793),12890
GO:0098793,CC,26019341,presynapse (GO:0098793),12889
GO:0098793,CC,10430466,presynapse (GO:0098793),12890
GO:0098794,CC,10430466,postsynapse (GO:0098794),12889
GO:0098793,CC,10430466,presynapse (GO:0098793),12889
GO:0098794,CC,10430466,postsynapse (GO:0098794),12890
GO:1900242,BP,25057210,regulation of synaptic vesicle endocytosis (GO:1900242),56807
GO:0045202,CC,12711090,synapse (GO:0045202),72508
GO:0098794,CC,12711090,postsynapse (GO:0098794),13684
GO:0030285,CC,17623043,integral component of synaptic vesicle membrane (GO:0030285),72160
GO:0099578,BP,23263185,"regulation of translation at postsynapse, modulating synaptic transmission (GO:0099578)",13684
GO:0045202,CC,14532281,synapse (GO:0045202),233870
GO:0045202,CC,14532281,synapse (GO:0045202),276770
GO:0045202,CC,18056256,synapse (GO:0045202),66656
GO:0045202,CC,16452087,synapse (GO:0045202),27979
GO:0045202,CC,16452087,synapse (GO:0045202),13629
GO:0045202,CC,16452087,synapse (GO:0045202),13665
GO:0045202,CC,16452087,synapse (GO:0045202),67186
GO:0045202,CC,18056256,synapse (GO:0045202),16785
GO:0045202,CC,16635246,synapse (GO:0045202),20091
GO:0045202,CC,16452087,synapse (GO:0045202),19944
GO:0045202,CC,16452087,synapse (GO:0045202),319195
GO:0045202,CC,16635246,synapse (GO:0045202),100503670
GO:0045202,CC,16635246,synapse (GO:0045202),19988
GO:0045202,CC,16452087,synapse (GO:0045202),22186
GO:0045202,CC,16452087,synapse (GO:0045202),67281
GO:0045202,CC,15020595,synapse (GO:0045202),20054
GO:0045202,CC,16452087,synapse (GO:0045202),20115
GO:0045202,CC,14720225,synapse (GO:0045202),27367
GO:0045202,CC,15020595,synapse (GO:0045202),68052
GO:0045202,CC,16452087,synapse (GO:0045202),20084
GO:0045202,CC,16635246,synapse (GO:0045202),27050
GO:0045202,CC,16507876,synapse (GO:0045202),76808
GO:0045202,CC,14532281,synapse (GO:0045202),11837
GO:0045202,CC,15020595,synapse (GO:0045202),19899
GO:0045202,CC,16452087,synapse (GO:0045202),19921
GO:0045202,CC,15020595,synapse (GO:0045202),67025
GO:0045202,CC,16635246,synapse (GO:0045202),20102
GO:0045202,CC,16452087,synapse (GO:0045202),66481
GO:0045202,CC,16452087,synapse (GO:0045202),20085
GO:0045202,CC,16452087,synapse (GO:0045202),68193
GO:0045202,CC,16452087,synapse (GO:0045202),26961
GO:0045202,CC,16452087,synapse (GO:0045202),16898
GO:0045202,CC,16452087,synapse (GO:0045202),75617
GO:0045202,CC,16452087,synapse (GO:0045202),19989
GO:0045202,CC,16452087,synapse (GO:0045202),27176
GO:0045202,CC,16452087,synapse (GO:0045202),54217
GO:0045202,CC,16452087,synapse (GO:0045202),110954
GO:0045202,CC,16452087,synapse (GO:0045202),19896
GO:0045202,CC,16452087,synapse (GO:0045202),114641
GO:0045202,CC,16452087,synapse (GO:0045202),67671
GO:0045202,CC,16452087,synapse (GO:0045202),20005
GO:0045202,CC,16452087,synapse (GO:0045202),20068
GO:0045202,CC,16452087,synapse (GO:0045202),67427
GO:0045202,CC,16452087,synapse (GO:0045202),76846
GO:0030285,CC,18502731,integral component of synaptic vesicle membrane (GO:0030285),140919
GO:0098966,CC,10414531,perisynaptic extracellular matrix (GO:0098966),12032
GO:0045202,CC,21797867,synapse (GO:0045202),66734
GO:0045202,CC,16635246,synapse (GO:0045202),57776
GO:0045202,CC,24534009,synapse (GO:0045202),243616
GO:0098850,CC,1628617,extrinsic component of synaptic vesicle membrane (GO:0098850),218038
GO:0045202,CC,24534009,synapse (GO:0045202),30948
GO:0099523,CC,19996097,presynaptic cytosol (GO:0099523),268882
GO:0045202,CC,15572359,synapse (GO:0045202),20501
GO:0045202,CC,24534009,synapse (GO:0045202),14225
GO:0045202,CC,16452087,synapse (GO:0045202),11991
GO:0099576,BP,26553645,"regulation of protein catabolic process at postsynapse, modulating synaptic transmission (GO:0099576)",30945
GO:0030285,CC,18502731,integral component of synaptic vesicle membrane (GO:0030285),22348
GO:0099547,BP,14697206,"regulation of translation at synapse, modulating synaptic transmission (GO:0099547)",12877
GO:0098793,CC,23083740,presynapse (GO:0098793),231207
GO:0098850,CC,1325974,extrinsic component of synaptic vesicle membrane (GO:0098850),67300
GO:0048488,BP,16982422,synaptic vesicle endocytosis (GO:0048488),67300
GO:0098794,CC,23083740,postsynapse (GO:0098794),231207
GO:0030285,CC,10103130,integral component of synaptic vesicle membrane (GO:0030285),229706
GO:0030285,CC,23633129,integral component of synaptic vesicle membrane (GO:0030285),216227
GO:0098700,BP,12097496,synaptic vesicle neurotransmitter loading (GO:0098700),216227
GO:0098835,CC,23785143,presynaptic endocytic zone membrane (GO:0098835),67300
GO:0048488,BP,22099461,synaptic vesicle endocytosis (GO:0048488),20404
GO:0045202,CC,17803915,synapse (GO:0045202),72194
GO:0099575,BP,17803915,"regulation of protein catabolic process at presynapse, modulating synaptic transmission (GO:0099575)",72194
GO:0048488,BP,17463283,synaptic vesicle endocytosis (GO:0048488),13429
GO:0098693,BP,22500637,regulation of synaptic vesicle cycle (GO:0098693),13002
GO:0098993,CC,11580898,anchored component of synaptic vesicle membrane (GO:0098993),13002
GO:0099147,CC,9482789,extrinsic component of postsynaptic density membrane (GO:0099147),100986
GO:0048488,BP,21689597,synaptic vesicle endocytosis (GO:0048488),103967
GO:0098700,BP,11502256,synaptic vesicle neurotransmitter loading (GO:0098700),140919
GO:0051963,BP,23911103,regulation of synapse assembly (GO:0051963),243499
GO:0098700,BP,9349821,synaptic vesicle neurotransmitter loading (GO:0098700),22348
GO:0098843,CC,24945773,postsynaptic endocytic zone (GO:0098843),108086
GO:0098793,CC,24945773,presynapse (GO:0098793),108086
GO:0099546,BP,24945773,"protein catabolic process, modulating synaptic transmission (GO:0099546)",108086
GO:0014069,CC,15603742,postsynaptic density (GO:0014069),16646
GO:0014069,CC,15603742,postsynaptic density (GO:0014069),16647
GO:0050804,BP,23238728,modulation of chemical synaptic transmission (GO:0050804),83397
GO:0014069,CC,25698751,postsynaptic density (GO:0014069),
SYNGO:catabolic_postsynapse_regulation,BP,20352094,regulation of protein catabolic process at postsynapse,55992
SYNGO:catabolic_postsynapse_regulation,BP,28458925,regulation of protein catabolic process at postsynapse,23988
GO:0016191,BP,10535736,synaptic vesicle uncoating (GO:0016191),104015
GO:0048488,BP,21808019,synaptic vesicle endocytosis (GO:0048488),20616
GO:0099645,BP,16990550,neurotransmitter receptor localization to postsynaptic specialization membrane (GO:0099645),11496
GO:0048488,BP,21808019,synaptic vesicle endocytosis (GO:0048488),233489
GO:0048488,BP,11879655,synaptic vesicle endocytosis (GO:0048488),218038
GO:0098793,CC,7982917,presynapse (GO:0098793),104015
GO:0099523,CC,11910115,presynaptic cytosol (GO:0099523),14299
GO:0099524,CC,11910115,postsynaptic cytosol (GO:0099524),14299
GO:0098794,CC,12351722,postsynapse (GO:0098794),14299
GO:0099509,BP,11910115,regulation of presynaptic cytosolic calcium levels (GO:0099509),14299
GO:0014069,CC,11850456,postsynaptic density (GO:0014069),56149
GO:1905606,BP,22357843,regulation of presynapse assembly (GO:1905606),16180
GO:0010807,BP,21040848,regulation of synaptic vesicle priming (GO:0010807),108124
GO:0010807,BP,21040848,regulation of synaptic vesicle priming (GO:0010807),17957
GO:0098793,CC,11718992,presynapse (GO:0098793),108124
GO:0098793,CC,11718992,presynapse (GO:0098793),17957
GO:0045202,CC,11718992,synapse (GO:0045202),108123
GO:0099061,CC,20096586,integral component of postsynaptic density membrane (GO:0099061),331461
GO:0098794,CC,11718992,postsynapse (GO:0098794),17957
GO:0098794,CC,11718992,postsynapse (GO:0098794),108124
GO:1900242,BP,19640479,regulation of synaptic vesicle endocytosis (GO:1900242),229227
GO:0099056,CC,24413018,integral component of presynaptic membrane (GO:0099056),59095
GO:0099055,CC,24413018,integral component of postsynaptic membrane (GO:0099055),59095
GO:0045202,CC,24413018,synapse (GO:0045202),21985
GO:1900242,BP,15386003,regulation of synaptic vesicle endocytosis (GO:1900242),18717
GO:0098835,CC,11604140,presynaptic endocytic zone membrane (GO:0098835),18717
GO:0048488,BP,21926968,synaptic vesicle endocytosis (GO:0048488),23969
GO:0099061,CC,26776509,integral component of postsynaptic density membrane (GO:0099061),216028
GO:0099055,CC,19285470,integral component of postsynaptic membrane (GO:0099055),74342
GO:0099056,CC,19374720,integral component of presynaptic membrane (GO:0099056),104245
GO:0001504,BP,14622583,neurotransmitter uptake (GO:0001504),104245
GO:0001504,BP,1618338,neurotransmitter uptake (GO:0001504),14664
GO:0099055,CC,15749988,integral component of postsynaptic membrane (GO:0099055),14664
GO:0099180,BP,27917477,zinc ion import into synaptic vesicle (GO:0099180),72160
GO:0099029,CC,15911881,anchored component of presynaptic active zone membrane (GO:0099029),235415
GO:0031630,BP,27239031,regulation of synaptic vesicle fusion to presynaptic active zone membrane (GO:0031630),235415
GO:0030285,CC,24036061,integral component of synaptic vesicle membrane (GO:0030285),14664
GO:0098993,CC,15911881,anchored component of synaptic vesicle membrane (GO:0098993),235415
SYNGO:metabolism,BP,19147495,metabolism,229706
GO:0098793,CC,11498538,presynapse (GO:0098793),20975
GO:0014069,CC,20575057,postsynaptic density (GO:0014069),77531
GO:0099523,CC,20575057,presynaptic cytosol (GO:0099523),77531
GO:0014069,CC,22770221,postsynaptic density (GO:0014069),382056
GO:1905606,BP,21926414,regulation of presynapse assembly (GO:1905606),331461
GO:1905606,BP,19285470,regulation of presynapse assembly (GO:1905606),74342
GO:0099151,BP,19285470,regulation of postsynaptic density assembly (GO:0099151),107065
GO:0098810,BP,12815026,neurotransmitter reuptake (GO:0098810),232333
GO:0001504,BP,8420981,neurotransmitter uptake (GO:0001504),243616
GO:0099056,CC,24368619,integral component of presynaptic membrane (GO:0099056),232333
GO:1905606,BP,26776509,regulation of presynapse assembly (GO:1905606),216028
GO:0098885,BP,14684878,modification of postsynaptic actin cytoskeleton (GO:0098885),13043
GO:0099055,CC,24368619,integral component of postsynaptic membrane (GO:0099055),232333
GO:0099056,CC,24368619,integral component of presynaptic membrane (GO:0099056),243616
GO:0099055,CC,24368619,integral component of postsynaptic membrane (GO:0099055),243616
GO:0014069,CC,17304222,postsynaptic density (GO:0014069),11308
GO:0099055,CC,9570792,integral component of postsynaptic membrane (GO:0099055),20513
GO:0099055,CC,20731764,integral component of postsynaptic membrane (GO:0099055),102857
SYNGO:metabolism,BP,20731764,metabolism,102857
GO:0098966,CC,27615741,perisynaptic extracellular matrix (GO:0098966),11595
GO:0098966,CC,16452087,perisynaptic extracellular matrix (GO:0098966),21923
GO:0098966,CC,11598921,perisynaptic extracellular matrix (GO:0098966),21960
GO:0030285,CC,9870934,integral component of synaptic vesicle membrane (GO:0030285),240332
GO:0099056,CC,9870934,integral component of presynaptic membrane (GO:0099056),240332
GO:0045202,CC,16507876,synapse (GO:0045202),13004
GO:0045202,CC,16507876,synapse (GO:0045202),13003
